title,label,filtered_title,emo_label
DOJ will not prosecute former Ferguson police officer Darren Wilson,REAL,DOJ prosecute former Ferguson police officer Darren Wilson,anger
"Pain, anger and fear: US voters deprived of a serious presidential election",REAL,"Pain , anger fear : US voters deprived serious presidential election",anger
"After Kim Davis is jailed, marriage license issued",REAL,"Kim Davis jailed , marriage license issued",sadness
Watch President Obama Full Speech on Donald Trump Win,FAKE,Watch President Obama Full Speech Donald Trump Win,neutral
"API Reports A Build, DOE A Draw",FAKE,"API Reports Build , DOE Draw",neutral
"No, Russia Is Not ‘Isolated’ Or The ‘Enemy’",FAKE,", Russia ‘ Isolated ’ ‘ Enemy ’",anger
Anonymous: Hillary Could Be In Handcuffs In 72 Hours!,FAKE,Anonymous : Hillary Could Handcuffs 72 Hours !,neutral
Place your bets now. How much does someone’s world view predict their other attitudes?,REAL,Place bets . much someone ’ world view predict attitudes ?,neutral
For People Who Are Worried About Druckenmiller Selling His Gold…,FAKE,People Worried Druckenmiller Selling Gold…,anger
The joke was that Obama wasn’t joking,REAL,joke Obama ’ joking,joy
Scientists say weird signals from space are 'probably' aliens,FAKE,Scientists say weird signals space 'probably ' aliens,disgust
Andrew Maguire,FAKE,Andrew Maguire,neutral
Netanyahu warns that nuclear deal ‘paves Iran’s path’ to a bomb,REAL,Netanyahu warns nuclear deal ‘ paves Iran ’ path ’ bomb,fear
Robert Vaughn dies after hearing Trumphole wins,FAKE,Robert Vaughn dies hearing Trumphole wins,sadness
Fifth Varshavyanka submarine joins Russia’s Navy | Russia & India Report,FAKE,Fifth Varshavyanka submarine joins Russia ’ Navy | Russia & India Report,neutral
Democrats see chance to reshape map as Trump stumbles,REAL,Democrats see chance reshape map Trump stumbles,fear
"One year after Obama embraced Cuba, what has changed?",REAL,"One year Obama embraced Cuba , changed ?",surprise
WATCH: Joe Biden senses ‘Danger’ for Hillary in this PRICELESS reaction to #WeinerGate development,FAKE,WATCH : Joe Biden senses ‘ Danger ’ Hillary PRICELESS reaction # WeinerGate development,fear
"Obama Throws Hillary Clinton Under The Bus, Supports Director Comey",FAKE,"Obama Throws Hillary Clinton Bus , Supports Director Comey",neutral
"Orlando probe intensifies as feds eye gunman's wife, possible ties to international terror",REAL,"Orlando probe intensifies feds eye gunman 's wife , possible ties international terror",fear
"Obama touts progress against ISIS, sets low expectations for Russian cooperation",REAL,"Obama touts progress ISIS , sets low expectations Russian cooperation",neutral
5 takeaways from New Hampshire,REAL,5 takeaways New Hampshire,neutral
"Escaped killers' ride backed out, source says",REAL,"Escaped killers ' ride backed , source says",neutral
"Radio Derb: Peak White Guilt, PC Now To The LEFT Of Marxism, And Voices from the Mencken Club, Etc.",FAKE,"Radio Derb : Peak White Guilt , PC LEFT Marxism , Voices Mencken Club , Etc .",neutral
Brace Yourself: The Presidential Election Is Going To Be All About Anger,REAL,Brace : Presidential Election Going Anger,anger
Why Netanyahu victory isn't likely to make US-Israel relations worse (+video),REAL,Netanyahu victory n't likely make US-Israel relations worse ( +video ),disgust
Officials State New Clinton Emails Discovered as Part of Anthony Weiner ‘Sexting’ Investigation,FAKE,Officials State New Clinton Emails Discovered Part Anthony Weiner ‘ Sexting ’ Investigation,fear
Is Who Hacked Podesta’s Emails the Issue or the Fact they are True?,FAKE,Hacked Podesta ’ Emails Issue Fact True ?,neutral
Paul Craig Roberts: Trump faces assasination,FAKE,Paul Craig Roberts : Trump faces assasination,fear
"Homeland Security Chairman, “Hillary’s Mishandling of Classified Information is Treason” – TruthFeed",FAKE,"Homeland Security Chairman , “ Hillary ’ Mishandling Classified Information Treason ” – TruthFeed",fear
The case for a Clinton-Warren ticket,REAL,case Clinton-Warren ticket,neutral
Black Lives Matter leader DeRay McKesson endorses Clinton,FAKE,Black Lives Matter leader DeRay McKesson endorses Clinton,neutral
"Democratic Party Leaders, Bernie Sanders Spar Over Nevada Convention Chaos",REAL,"Democratic Party Leaders , Bernie Sanders Spar Nevada Convention Chaos",sadness
Joe Biden: He's right not to run (Opinion),REAL,Joe Biden : 's right run ( Opinion ),neutral
"New York Times endorses Hillary Clinton, John Kasich for nominations",REAL,"New York Times endorses Hillary Clinton , John Kasich nominations",neutral
“Your little brother is not the ultimate authority”: How Jeb Bush cheated America & helped deliver the presidency to W,REAL,“ little brother ultimate authority ” : Jeb Bush cheated America & helped deliver presidency W,anger
Comment on What’s that strange lump embedded in Hillary Clinton’s face? by mildred.kraus,FAKE,Comment ’ strange lump embedded Hillary Clinton ’ face ? mildred.kraus,surprise
"Hillary Clinton Tops ""Islamist Money in Politics"" List",FAKE,Hillary Clinton Tops `` Islamist Money Politics '' List,neutral
Netanyahu poised for third straight term as Israel PM after chief rival concedes,REAL,Netanyahu poised third straight term Israel PM chief rival concedes,neutral
Clinton says she'll decide about 2016 next year,REAL,Clinton says 'll decide 2016 next year,neutral
Humans Came Out Of Australia Not Africa,FAKE,Humans Came Australia Africa,neutral
"Russia, China Look To Autonomous Financial System",FAKE,"Russia , China Look Autonomous Financial System",neutral
"Biden Blames “Lazy American Women” For The Economy: “They Sit Around Doing Nothing, Only Hillary Can Force Them To Work”",FAKE,"Biden Blames “ Lazy American Women ” Economy : “ Sit Around Nothing , Hillary Force Work ”",neutral
5.0 Quake Near Oklahoma Oil Hub Causes Substantial Damage,FAKE,5.0 Quake Near Oklahoma Oil Hub Causes Substantial Damage,fear
OpEds | Eric Zuesse: 34 Reasons This Bernie Voter Will Vote Trump,FAKE,OpEds | Eric Zuesse : 34 Reasons Bernie Voter Vote Trump,neutral
BREAKING: Hillary’s State Department Spent $9.2 Million Hiring the Terrorists Who Attacked Americans in Benghazi,FAKE,BREAKING : Hillary ’ State Department Spent $ 9.2 Million Hiring Terrorists Attacked Americans Benghazi,fear
The 5 big things we learned about Congress in 2015,REAL,5 big things learned Congress 2015,neutral
Reuters/Ipsos Poll: Trump Closes in on Clinton's Projected Electoral Lead,REAL,Reuters/Ipsos Poll : Trump Closes Clinton 's Projected Electoral Lead,neutral
UN Chief urges South Africa to reconsider quitting ICC,FAKE,UN Chief urges South Africa reconsider quitting ICC,sadness
"“If Trump Loses, I’m Grabbing My Musket”: Former Congressman Ready to Go Full Revolution",FAKE,"“ Trump Loses , ’ Grabbing Musket ” : Former Congressman Ready Go Full Revolution",sadness
Drama On The Docket: High Court's Term Set To End With Slate Of Big Cases,REAL,Drama Docket : High Court 's Term Set End Slate Big Cases,sadness
A liberal plan to defeat ISIS: Here’s how we avoid Ted Cruz’s religious police state,REAL,liberal plan defeat ISIS : ’ avoid Ted Cruz ’ religious police state,neutral
Benghazi: The fundamental question that still hasn't been answered,REAL,Benghazi : fundamental question still n't answered,sadness
U.S. Near Bottom in Public ‘Confidence in Elections’,FAKE,U.S. Near Bottom Public ‘ Confidence Elections ’,neutral
A surprisingly fascinating theory for why Canada is so boring,REAL,surprisingly fascinating theory Canada boring,surprise
Will the next US president be a psycho lesbian? (plus 2 breaking news videos),FAKE,next US president psycho lesbian ? ( plus 2 breaking news videos ),neutral
"Word Via Ned Dougherty Nov 1, 2016",FAKE,"Word Via Ned Dougherty Nov 1 , 2016",neutral
Trump suggests 'profiling' of Muslims as response to terrorism,REAL,Trump suggests 'profiling ' Muslims response terrorism,fear
Gary Johnson snags newspaper endorsement,REAL,Gary Johnson snags newspaper endorsement,neutral
Gay Marriage Ruling Fallout: Christian Leaders React,REAL,Gay Marriage Ruling Fallout : Christian Leaders React,neutral
Should NBC have let Donald Trump host 'Saturday Night Live'?,REAL,NBC let Donald Trump host 'Saturday Night Live ' ?,neutral
"Vital VA hospital project in limbo as price tag soars, lawmakers vow no ‘bail-out’",REAL,"Vital VA hospital project limbo price tag soars , lawmakers vow ‘ bail-out ’",fear
House committee passes bill that cuts Amtrak funding,REAL,House committee passes bill cuts Amtrak funding,sadness
Ohio delegation blasts Mount McKinley name change,REAL,Ohio delegation blasts Mount McKinley name change,anger
2:00PM Water Cooler 11/4/2016,FAKE,2:00PM Water Cooler 11/4/2016,neutral
Jordan signals escalation vs. Islamic State,REAL,Jordan signals escalation vs. Islamic State,fear
Clinton's best defense -- there's no one else,REAL,Clinton 's best defense -- 's one else,neutral
The new war on the press: When satire sparks terrorism,REAL,new war press : satire sparks terrorism,fear
Apostate Evangelicals Are Poised To Become The Deciding Factor In A Hillary Clinton Election Victory,FAKE,Apostate Evangelicals Poised Become Deciding Factor Hillary Clinton Election Victory,neutral
BREAKING : Sources Inside the FBI Say Hillary Will Be INDICTED in Early 2017 – TruthFeed,FAKE,BREAKING : Sources Inside FBI Say Hillary INDICTED Early 2017 – TruthFeed,neutral
Donald Trump says he doesn’t need a unified GOP. Logic and math suggest otherwise.,REAL,Donald Trump says ’ need unified GOP . Logic math suggest otherwise .,neutral
"At least 20 hostages dead in siege of hotel in Mali, official says",REAL,"least 20 hostages dead siege hotel Mali , official says",fear
Stabbing Injures Seven People in Newark Home · Guardian Liberty Voice,FAKE,Stabbing Injures Seven People Newark Home · Guardian Liberty Voice,sadness
Clinton Staffer Caught Sacrificing Baby to Demon Moloch - Wikileaks,FAKE,Clinton Staffer Caught Sacrificing Baby Demon Moloch - Wikileaks,disgust
Arkansas Republicans Put The Word “Liar” In Hillary’s Name On Ballot,FAKE,Arkansas Republicans Put Word “ Liar ” Hillary ’ Name Ballot,neutral
"ISIS uses an industrial dough kneader to kill 250 children, roasts adults in a bakery oven in Douma, Syria",FAKE,"ISIS uses industrial dough kneader kill 250 children , roasts adults bakery oven Douma , Syria",anger
"Millennials Just Aren't That Into Hillary Clinton, and it Could Cost Her the Election",REAL,"Millennials n't Hillary Clinton , Could Cost Election",neutral
"Jaish Al-Fatah Leader Admits Receiving Financial, Military Aid from Saudi Arabia",FAKE,"Jaish Al-Fatah Leader Admits Receiving Financial , Military Aid Saudi Arabia",sadness
Defiant Paul says he can still grow GOP,REAL,Defiant Paul says still grow GOP,neutral
Takeaways from the Republican debate,REAL,Takeaways Republican debate,neutral
Eamon Dunphy & George Hook Enter 12th Hour Of ‘Who’s More Controversial’ Debate,FAKE,Eamon Dunphy & George Hook Enter 12th Hour ‘ ’ Controversial ’ Debate,neutral
The Real Reason Behind Saakashvili's Resignation,FAKE,Real Reason Behind Saakashvili 's Resignation,sadness
Will interest rates go up? Five things to expect,REAL,interest rates go ? Five things expect,neutral
Election Law Violation Was Hillary’s Idea,FAKE,Election Law Violation Hillary ’ Idea,anger
Jury selection begins in Colorado theater shooting trial,REAL,Jury selection begins Colorado theater shooting trial,fear
Cyber War  From Trifle to Catastrophe     : Information,FAKE,Cyber War  Trifle Catastrophe : Information,fear
Fox News and the Duggars reach a disgusting new low: The twisted persecution complex in last night’s insane interview,REAL,Fox News Duggars reach disgusting new low : twisted persecution complex last night ’ insane interview,disgust
2016 Election Night Live Blog/Open Thread,FAKE,2016 Election Night Live Blog/Open Thread,neutral
Obama's fragile climate legacy,REAL,Obama 's fragile climate legacy,neutral
Norwegian Government to Deport White Patriot While Nation is Swamped by Tens of Thousands of Non-White Invaders,FAKE,Norwegian Government Deport White Patriot Nation Swamped Tens Thousands Non-White Invaders,fear
State Dept. accused of stiff-arming intel watchdog over Hillary emails,REAL,State Dept . accused stiff-arming intel watchdog Hillary emails,anger
She Drank Carrot Juice Every Day for 8 Months and Got Rid of CANCER!,FAKE,Drank Carrot Juice Every Day 8 Months Got Rid CANCER !,neutral
Polls Tighten: Trump Gains 2.7 Percent In Poll Average In Two Weeks,FAKE,Polls Tighten : Trump Gains 2.7 Percent Poll Average Two Weeks,neutral
MASSACHUSETTS: Designated Terrorist Group CAIR demands synagogue cancel speakers who are pro-Israel anti-Islam,FAKE,MASSACHUSETTS : Designated Terrorist Group CAIR demands synagogue cancel speakers pro-Israel anti-Islam,anger
Poll: Clinton Support Spikes Following Democratic Convention,REAL,Poll : Clinton Support Spikes Following Democratic Convention,neutral
Before It All Began: DML’s Spot-On Prediction of the 2016 Race,FAKE,Began : DML ’ Spot-On Prediction 2016 Race,fear
Florida Once Again a Focus in 2016 Campaign,REAL,Florida Focus 2016 Campaign,neutral
Crimean and Donetsk leaders comment on US elections,FAKE,Crimean Donetsk leaders comment US elections,neutral
The House’s new conservative politburo,REAL,House ’ new conservative politburo,neutral
Dog Waited Faithfully For Over A Month After His Owners Left Him Behind,FAKE,Dog Waited Faithfully Month Owners Left Behind,neutral
Bizarre! Drone Records Speeding UFO Over Trees,FAKE,Bizarre ! Drone Records Speeding UFO Trees,surprise
Prepare Yourself For The Higher Energies,FAKE,Prepare Higher Energies,neutral
Life: 7 Incredible Animal Mating Rituals,FAKE,Life : 7 Incredible Animal Mating Rituals,joy
Why Gingrich could be the ideal running mate for Trump,REAL,Gingrich could ideal running mate Trump,neutral
"Blame Government, Not Markets for Monopoly",FAKE,"Blame Government , Markets Monopoly",anger
Ten interesting facts about Vladimir Putin,FAKE,Ten interesting facts Vladimir Putin,neutral
